"year","price","transmission","mileage","tax","mpg","engineSize"
"2019","31599","Semi-Auto","1250","145","47.9","2.0"
"2018","43899","Semi-Auto","12811","145","52.3","3.0"
"2019","29899","Semi-Auto","8601","145","57.7","2.0"
"2019","33199","Semi-Auto","600","145","35.8","2.0"
"2017","21599","Semi-Auto","28823","20","67.3","2.0"
"2017","19699","Semi-Auto","31817","30","65.7","2.0"
"2017","14299","Manual","21125","145","72.4","1.5"
"2019","33449","Semi-Auto","4623","145","44.8","2.0"
"2016","30399","Semi-Auto","16815","235","42.8","3.0"
"2016","19849","Semi-Auto","24463","125","56.5","2.1"
"2019","25799","Semi-Auto","10551","145","72.4","2.0"
"2018","23199","Semi-Auto","8942","145","46.3","1.5"
"2019","22099","Semi-Auto","13747","145","45.6","1.3"
"2019","22499","Semi-Auto","13743","145","45.6","1.3"
"2017","20299","Semi-Auto","35958","145","61.4","2.0"
"2019","30799","Semi-Auto","8947","145","57.7","2.0"
"2019","27949","Semi-Auto","6149","145","67.3","2.0"
"2019","24299","Semi-Auto","12546","145","61.4","2.0"
"2019","21599","Semi-Auto","5000","145","53.3","1.3"
"2019","30699","Semi-Auto","9914","145","57.7","2.0"
"2019","46949","Semi-Auto","3000","145","44.8","2.2"
"2019","25899","Semi-Auto","2845","145","56.5","2.1"
"2019","25999","Semi-Auto","5265","145","55.4","2.0"
"2019","26399","Semi-Auto","3406","145","56.5","2.1"
"2019","27499","Semi-Auto","3325","145","60.1","1.6"
"2019","50299","Semi-Auto","1078","145","32.5","3.0"
"2019","34579","Semi-Auto","1000","145","44.1","1.5"
"2019","35539","Semi-Auto","1000","145","57.7","2.0"
"2019","34499","Semi-Auto","138","145","44.8","2.0"
"2019","29289","Semi-Auto","6000","145","55.4","2.0"
"2016","36399","Semi-Auto","27416","300","34.5","4.0"
"2017","29449","Semi-Auto","18277","235","38.2","2.0"
"2019","32899","Semi-Auto","4378","145","55.4","2.0"
"2019","33299","Semi-Auto","2838","145","42.2","2.0"
"2019","34099","Semi-Auto","6033","145","44.1","2.0"
"2019","30499","Semi-Auto","1126","145","56.5","2.0"
"2019","50899","Semi-Auto","24","145","36.7","3.0"
"2019","45499","Semi-Auto","8024","145","32.5","3.0"
"2019","26599","Semi-Auto","4000","145","46.3","1.5"
"2017","25999","Semi-Auto","6600","145","47.1","2.0"
"2019","22099","Semi-Auto","21131","145","67.3","2.1"
"2019","28589","Semi-Auto","7075","145","57.7","2.0"
"2019","23399","Semi-Auto","13400","145","67.3","2.1"
"2019","26589","Semi-Auto","3762","145","60.1","1.6"
"2019","37699","Semi-Auto","7779","145","48.7","3.0"
"2019","41799","Semi-Auto","5559","145","32.8","3.0"
"2019","37899","Semi-Auto","7411","145","29.4","3.0"
"2019","28949","Semi-Auto","6565","145","57.7","2.0"
"2019","25699","Semi-Auto","13509","145","72.4","2.0"
"2019","20149","Semi-Auto","11784","145","46.3","1.5"
"2019","19899","Semi-Auto","13347","145","46.3","1.5"
"2019","25799","Semi-Auto","11056","145","47.1","1.5"
"2019","24549","Semi-Auto","14642","145","46.3","1.5"
"2019","24399","Semi-Auto","13940","145","72.4","2.0"
"2019","17499","Manual","14243","145","28.5","1.3"
"2019","24399","Semi-Auto","13469","145","58.9","2.0"
"2019","27399","Semi-Auto","1938","145","38.2","2.0"
"2020","24889","Semi-Auto","1000","145","62.8","1.5"
"2020","39309","Semi-Auto","1000","145","46.3","2.0"
"2017","20124","Semi-Auto","16271","150","67.3","2.1"
"2017","16924","Semi-Auto","10133","150","68.9","1.5"
"2017","14124","Manual","19573","125","52.3","1.6"
"2016","19124","Semi-Auto","29774","125","55.4","2.1"
"2017","28624","Semi-Auto","41045","265","36.2","3.0"
"2020","24995","Semi-Auto","1066","145","37.2","1.6"
"2017","15824","Semi-Auto","12050","20","74.3","1.5"
"2018","48899","Semi-Auto","4278","145","37.2","3.0"
"2017","20349","Semi-Auto","15244","145","70.6","2.1"
"2019","41949","Semi-Auto","11470","145","29.7","3.0"
"2017","23899","Semi-Auto","20604","145","65.7","2.1"
"2016","13799","Manual","25776","20","72.4","1.5"
"2019","32099","Semi-Auto","724","145","64.2","2.0"
"2019","41429","Semi-Auto","1000","145","40.4","2.0"
"2019","24749","Semi-Auto","14360","145","72.4","2.0"
"2019","23249","Semi-Auto","12137","145","67.3","2.1"
"2019","29199","Semi-Auto","2370","145","39.8","2.0"
"2019","34449","Semi-Auto","4070","145","54.3","2.0"
"2019","20449","Semi-Auto","13755","145","61.4","2.0"
"2020","25879","Semi-Auto","1000","145","53.3","1.3"
"2020","51379","Semi-Auto","1000","145","31.7","3.0"
"2020","39989","Semi-Auto","1000","145","40.9","2.0"
"2020","26029","Semi-Auto","1000","145","55.4","2.0"
"2020","55489","Semi-Auto","1000","145","32.8","2.9"
"2015","16299","Semi-Auto","44588","125","56.6","2.1"
"2019","25449","Semi-Auto","13193","145","47.1","1.5"
"2019","23949","Semi-Auto","14658","145","46.3","1.5"
"2019","22699","Semi-Auto","23185","145","46.3","1.5"
"2019","19849","Semi-Auto","13977","145","46.3","1.5"
"2019","29549","Semi-Auto","5133","145","58.9","2.0"
"2019","109445","Automatic","195","145","22.6","4.0"
"2019","30995","Automatic","6959","145","57.7","2.0"
"2019","46995","Automatic","4302","145","36.7","2.0"
"2019","47995","Automatic","1824","145","36.7","2.0"
"2019","49995","Automatic","8251","145","36.2","2.0"
"2019","44995","Automatic","4263","145","48.7","2.9"
"2019","57995","Automatic","5862","145","29.5","3.0"
"2019","54885","Automatic","10516","145","32.5","3.0"
"2019","46624","Automatic","10064","145","34.0","3.0"
"2019","54524","Automatic","7764","145","27.4","4.0"
"2019","29995","Automatic","14","145","42.8","2.0"
"2018","28374","Automatic","8962","145","54.3","2.0"
"2017","19124","Manual","13122","145","51.4","1.6"
"2016","31695","Automatic","13778","145","56.5","2.1"
"2016","31995","Automatic","11891","260","36.2","3.0"
"2016","22624","Semi-Auto","10271","145","49.6","2.0"
"2018","80124","Automatic","6741","145","30.4","4.0"
"2016","23924","Automatic","42381","125","56.5","2.1"
"2018","27974","Semi-Auto","24199","145","56.5","2.1"
"2018","59124","Semi-Auto","6982","145","26.4","4.0"
"2019","24724","Semi-Auto","10545","145","47.1","1.5"
"2018","28124","Semi-Auto","15329","145","51.4","3.0"
"2019","60124","Semi-Auto","29","145","34.0","3.0"
"2019","31995","Semi-Auto","37","145","44.1","2.0"
"2019","30995","Semi-Auto","14","145","42.8","2.0"
"2019","29995","Semi-Auto","21","145","61.4","2.0"
"2019","29995","Semi-Auto","22","145","61.4","2.0"
"2019","29995","Semi-Auto","13","145","55.4","2.0"
"2019","28995","Automatic","3000","145","45.6","1.5"
"2019","28491","Automatic","3000","145","47.1","1.5"
"2014","14491","Manual","23000","125","52.3","2.0"
"2017","42991","Automatic","7100","300","34.5","4.0"
"2016","35991","Automatic","18900","300","34.5","4.0"
"2019","20495","Semi-Auto","11000","150","58.9","1.5"
"2016","16695","Semi-Auto","41000","30","64.2","2.1"
"2015","14490","Semi-Auto","42495","125","52.3","2.0"
"2018","135124","Semi-Auto","18234","150","21.4","4.0"
"2019","19424","Semi-Auto","14118","150","45.6","1.3"
"2020","49995","Semi-Auto","2607","145","27.4","3.0"
"2020","24495","Semi-Auto","525","145","67.3","1.5"
"2020","37995","Semi-Auto","2034","145","33.2","2.0"
"2020","39995","Semi-Auto","328","145","44.1","1.5"
"2020","44995","Semi-Auto","794","145","57.7","2.0"
"2020","25495","Semi-Auto","1913","145","62.8","1.5"
"2020","22495","Automatic","702","145","44.8","1.6"
"2017","28124","Semi-Auto","33053","200","47.9","2.1"
"2019","34995","Automatic","9794","145","40.9","2.0"
"2019","47995","Automatic","677","145","36.7","2.0"
"2016","23991","Automatic","27500","200","42.8","2.0"
"2018","39991","Automatic","9000","145","29.4","3.0"
"2019","27495","Automatic","10000","145","65.7","1.5"
"2019","25599","Semi-Auto","37","145","64.2","2.1"
"2019","24999","Semi-Auto","1000","145","64.2","2.1"
"2019","24999","Semi-Auto","1000","145","64.2","2.1"
"2019","24999","Automatic","1000","145","64.2","2.1"
"2019","24999","Semi-Auto","1000","145","64.2","2.1"
"2019","24999","Semi-Auto","1000","145","64.2","2.1"
"2019","59899","Automatic","767","145","29.4","3.0"
"2019","24799","Manual","5292","145","47.1","1.3"
"2016","20449","Semi-Auto","11017","30","64.2","2.1"
"2018","22991","Automatic","12000","145","44.1","1.5"
"2018","49995","Semi-Auto","8900","145","31.7","3.0"
"2018","24991","Automatic","7500","145","44.1","1.6"
"2019","26995","Semi-Auto","3000","145","55.4","2.0"
"2016","17491","Automatic","18500","20","65.7","2.1"
"2018","25495","Automatic","14200","145","47.1","2.0"
"2019","41995","Automatic","1800","145","39.2","2.0"
"2019","20950","Manual","35","145","46.3","2.1"
"2019","20950","Manual","10","145","46.3","2.1"
"2015","18000","Semi-Auto","28807","125","60.1","2.1"
"2016","17650","Semi-Auto","35000","125","56.5","2.1"
"2014","12900","Semi-Auto","45844","20","68.9","2.1"
"2015","15250","Semi-Auto","43348","30","62.8","2.1"
"2018","15495","Manual","26848","145","68.9","1.5"
"2014","10995","Semi-Auto","39802","145","53.3","2.1"
"2019","32500","Automatic","40","260","31.4","3.0"
"2016","18449","Semi-Auto","23077","30","64.2","2.1"
"2019","32749","Semi-Auto","5000","145","44.8","2.0"
"2018","27579","Semi-Auto","13000","150","57.7","2.0"
"2018","44738","Semi-Auto","21276","150","36.7","3.0"
"2019","25300","Semi-Auto","4200","150","53.3","1.3"
"2019","31000","Semi-Auto","16313","150","44.8","2.0"
"2017","20700","Semi-Auto","18346","150","61.4","2.1"
"2019","31500","Semi-Auto","7399","145","44.8","2.0"
"2019","31500","Semi-Auto","8534","145","44.8","2.0"
"2018","19995","Semi-Auto","9000","145","52.3","1.6"
"2018","22495","Semi-Auto","4000","145","48.7","1.6"
"2020","29495","Manual","500","145","37.2","1.6"
"2019","35500","Semi-Auto","5181","145","40.9","2.0"
"2019","39500","Semi-Auto","3649","145","40.9","2.0"
"2019","56000","Semi-Auto","8795","145","32.5","3.0"
"2019","56000","Semi-Auto","4957","145","32.5","3.0"
"2019","31750","Semi-Auto","5973","145","44.8","2.0"
"2015","19495","Automatic","24000","160","46.3","2.0"
"2015","17495","Automatic","29500","145","54.3","3.0"
"2016","24995","Automatic","21600","125","56.5","2.1"
"2017","15995","Semi-Auto","42500","125","52.3","1.6"
"2017","39991","Automatic","17800","300","39.2","3.0"
"2019","31991","Automatic","2934","145","35.3","2.0"
"2019","29950","Semi-Auto","6605","145","57.7","2.0"
"2019","29500","Semi-Auto","7610","145","57.7","2.0"
"2019","38500","Semi-Auto","12422","135","188.3","2.0"
"2019","35000","Semi-Auto","10810","145","40.9","2.0"
"2019","35800","Semi-Auto","3251","145","40.9","2.0"
"2017","21400","Semi-Auto","10519","145","56.5","2.1"
"2018","17000","Semi-Auto","8688","150","49.6","1.6"
"2019","30000","Semi-Auto","12638","150","58.9","2.0"
"2019","28000","Semi-Auto","15026","150","64.2","2.0"
"2019","22700","Semi-Auto","11411","150","53.3","1.3"
"2017","30000","Semi-Auto","19190","265","42.8","3.0"
"2017","16000","Semi-Auto","32000","20","74.3","1.5"
"2017","23000","Semi-Auto","30000","165","51.4","3.0"
"2019","23500","Semi-Auto","8678","150","53.3","1.3"
"2019","28500","Semi-Auto","5107","150","47.1","1.5"
"2019","21750","Semi-Auto","6586","150","44.8","1.6"
"2016","19999","Semi-Auto","24137","125","51.4","2.0"
"2017","18999","Semi-Auto","18032","145","68.9","2.1"
"2019","19749","Semi-Auto","14730","150","46.3","1.5"
"2017","36000","Semi-Auto","15250","145","34.0","3.0"
"2020","48000","Semi-Auto","5000","145","36.7","2.0"
"2019","30500","Semi-Auto","7098","145","57.7","2.0"
"2019","30500","Semi-Auto","3180","145","57.7","2.0"
"2019","47750","Semi-Auto","3853","145","36.7","2.0"
"2019","26299","Semi-Auto","13237","145","47.1","1.5"
"2018","24199","Semi-Auto","6812","145","58.9","2.0"
"2018","17649","Semi-Auto","14983","145","68.9","2.1"
"2019","25449","Semi-Auto","13197","145","47.1","1.5"
"2019","25799","Semi-Auto","2644","150","56.5","2.0"
"2019","34099","Semi-Auto","2632","150","42.2","2.1"
"2019","32499","Semi-Auto","873","150","47.1","2.0"
"2017","29338","Semi-Auto","18001","145","47.9","2.1"
"2019","23499","Manual","6919","145","28.5","1.3"
"2017","19699","Automatic","24192","145","56.5","2.1"
"2019","33599","Automatic","1734","145","55.4","2.0"
"2019","31099","Automatic","1935","145","44.1","2.0"
"2019","27299","Automatic","138","145","45.6","1.5"
"2019","30799","Automatic","7264","145","55.4","2.0"
"2019","22699","Automatic","1770","145","62.8","1.5"
"2019","22599","Automatic","2823","145","62.8","1.5"
"2019","22699","Automatic","1683","145","62.8","1.5"
"2019","24599","Automatic","1907","145","62.8","1.5"
"2019","52799","Automatic","3925","145","32.8","3.0"
"2019","29699","Automatic","4542","145","56.5","2.0"
"2019","28499","Automatic","1864","145","45.6","1.5"
"2019","62799","Automatic","2528","145","48.7","3.0"
"2019","22299","Automatic","4554","145","62.8","1.5"
"2019","26699","Automatic","1915","145","55.4","2.0"
"2019","25700","Semi-Auto","11344","145","51.4","2.2"
"2019","28400","Semi-Auto","16884","145","57.7","2.0"
"2018","22000","Semi-Auto","10998","145","46.3","1.5"
"2018","36500","Semi-Auto","1841","145","48.7","2.9"
"2019","28359","Semi-Auto","6040","145","44.1","2.0"
"2019","41400","Semi-Auto","3615","145","28.8","3.0"
"2019","39900","Semi-Auto","4696","145","40.9","2.0"
"2019","39000","Semi-Auto","4606","145","40.9","2.0"
"2019","51000","Semi-Auto","3238","145","36.7","2.0"
"2019","46500","Automatic","2000","145","36.7","2.0"
"2019","53750","Semi-Auto","6925","145","32.5","3.0"
"2016","17500","Semi-Auto","25639","20","67.3","2.1"
"2019","19849","Semi-Auto","14074","145","46.3","1.5"
"2019","19799","Semi-Auto","14401","145","46.3","1.5"
"2019","31299","Semi-Auto","15055","145","58.9","2.0"
"2019","25349","Semi-Auto","10544","145","44.1","1.5"
"2016","26789","Semi-Auto","39044","200","40.9","2.0"
"2017","29499","Semi-Auto","30500","145","56.5","2.1"
"2019","37250","Semi-Auto","1360","145","40.9","2.0"
"2019","28700","Semi-Auto","4000","145","47.1","1.5"
"2019","28000","Semi-Auto","10648","145","44.1","2.0"
"2020","30500","Semi-Auto","100","145","64.2","2.0"
"2020","26500","Semi-Auto","2000","145","55.4","2.0"
"2020","44000","Semi-Auto","199","145","42.8","3.0"
"2020","30500","Semi-Auto","999","145","64.2","2.0"
"2020","30500","Semi-Auto","199","145","64.2","2.0"
"2020","39999","Semi-Auto","2000","145","40.9","2.0"
"2020","41500","Semi-Auto","2000","145","40.9","2.0"
"2019","49499","Semi-Auto","2134","145","31.7","3.0"
"2019","25799","Automatic","3136","145","56.5","2.0"
"2019","25899","Semi-Auto","2099","145","56.5","2.0"
"2019","23399","Manual","1198","145","47.1","1.3"
"2015","17999","Semi-Auto","15566","125","50.4","2.0"
"2019","35499","Semi-Auto","2616","145","36.2","3.0"
"2019","37699","Semi-Auto","2575","145","40.9","2.0"
"2019","43799","Semi-Auto","3949","145","45.6","3.0"
"2019","30899","Semi-Auto","3362","145","47.1","2.0"
"2019","30199","Semi-Auto","2456","145","56.5","2.0"
"2019","61899","Automatic","5260","145","48.7","3.0"
"2019","26299","Semi-Auto","7259","145","38.2","2.0"
"2019","31609","Semi-Auto","1000","145","64.2","2.0"
"2019","55299","Semi-Auto","2768","145","32.8","3.0"
"2019","25599","Semi-Auto","116","145","64.2","2.1"
"2019","29299","Semi-Auto","2914","145","39.8","2.0"
"2019","23399","Manual","965","145","47.1","1.3"
"2019","26699","Semi-Auto","4352","145","56.5","2.0"
"2019","26999","Automatic","3496","145","56.5","2.0"
"2019","30299","Automatic","7478","145","55.4","2.0"
"2019","26299","Automatic","3607","145","55.4","2.0"
"2019","79799","Automatic","540","145","28.0","5.5"
"2019","67699","Automatic","544","145","28.0","4.0"
"2019","22899","Semi-Auto","1835","145","65.7","1.5"
"2019","26099","Semi-Auto","350","145","56.5","2.0"
"2019","28799","Automatic","226","145","37.7","2.0"
"2019","35399","Semi-Auto","1273","145","44.1","1.5"
"2019","33599","Semi-Auto","2983","145","57.7","2.0"
"2019","46299","Semi-Auto","4339","145","47.1","3.0"
"2018","26199","Automatic","9366","145","65.7","2.1"
"2018","19599","Semi-Auto","13053","145","61.4","2.0"
"2019","23289","Semi-Auto","15458","145","61.4","2.0"
"2019","25399","Automatic","6612","145","45.6","1.5"
"2019","24849","Automatic","1446","145","45.6","1.5"
"2019","24789","Automatic","428","145","44.1","1.5"
"2019","39999","Automatic","7679","145","45.6","3.0"
"2019","39299","Automatic","8628","145","29.4","3.0"
"2019","25199","Semi-Auto","13835","145","72.4","2.0"
"2018","17699","Semi-Auto","23869","145","68.9","2.1"
"2018","26899","Semi-Auto","4253","145","56.5","2.1"
"2018","23399","Semi-Auto","7216","145","53.3","1.3"
"2018","28749","Semi-Auto","6449","145","54.3","2.0"
"2019","21099","Semi-Auto","11706","145","53.3","1.3"
"2017","21399","Semi-Auto","16753","145","72.4","2.0"
"2019","24849","Semi-Auto","5000","145","44.1","1.5"
"2019","33299","Semi-Auto","2000","145","54.3","2.0"
"2018","27299","Semi-Auto","3150","145","61.4","2.0"
"2017","28999","Semi-Auto","26200","145","56.5","2.1"
"2019","25099","Automatic","3400","145","42.2","1.6"
"2019","27199","Automatic","754","145","46.3","1.5"
"2019","23499","Automatic","4149","145","56.5","2.0"
"2019","23399","Automatic","3816","145","44.1","1.5"
"2019","23799","Automatic","3604","145","60.1","1.5"
"2019","26799","Automatic","5051","145","38.2","2.0"
"2019","26399","Automatic","3334","145","56.5","2.1"
"2019","31199","Automatic","3435","145","57.7","2.0"
"2019","38899","Automatic","5342","135","188.3","2.0"
"2019","23969","Automatic","1000","145","62.8","1.5"
"2019","23589","Automatic","1000","145","55.4","2.0"
"2019","27799","Semi-Auto","3251","145","61.4","2.0"
"2019","26099","Semi-Auto","3310","145","72.4","2.0"
"2019","35599","Automatic","14954","145","48.7","3.0"
"2019","26589","Automatic","3070","145","60.1","1.6"
"2019","22999","Semi-Auto","13594","145","67.3","2.1"
"2019","25399","Automatic","11290","145","72.4","2.0"
"2019","39599","Automatic","3572","145","48.7","2.9"
"2019","20749","Manual","2472","145","45.6","1.3"
"2019","22399","Automatic","12094","145","45.6","1.3"
"2018","23199","Automatic","9136","145","46.3","1.5"
"2019","31529","Automatic","1000","145","51.4","2.0"
"2019","67109","Automatic","1000","145","52.3","3.0"
"2019","26089","Automatic","1000","145","56.5","2.0"
"2019","35049","Automatic","1000","145","44.1","1.5"
"2019","49229","Automatic","1000","145","36.7","2.0"
"2019","38289","Automatic","1000","145","54.3","2.0"
"2019","32289","Automatic","1000","145","46.3","1.5"
"2019","32069","Automatic","1000","145","64.2","2.0"
"2019","32069","Automatic","1000","145","64.2","2.0"
"2019","26299","Automatic","1476","145","38.2","2.0"
"2019","24999","Automatic","1500","145","64.2","2.1"
"2018","64999","Semi-Auto","41102","145","23.0","5.5"
"2017","23599","Semi-Auto","6009","145","56.5","2.1"
"2018","29499","Semi-Auto","4992","145","57.7","2.0"
"2018","57899","Automatic","3728","145","48.7","3.0"
"2018","47099","Automatic","11501","145","31.7","4.0"
"2019","26289","Automatic","650","145","46.3","1.5"
"2017","25599","Semi-Auto","13000","145","42.2","2.0"
"2016","22299","Semi-Auto","15550","200","42.8","2.0"
"2016","33889","Automatic","23736","235","36.7","3.0"
"2017","22449","Semi-Auto","44998","30","65.7","2.1"
"2016","14499","Semi-Auto","36063","20","70.6","2.1"
"2016","17299","Semi-Auto","66500","125","60.1","2.1"
"2016","17999","Semi-Auto","21040","30","64.2","1.6"
"2017","19999","Semi-Auto","12000","125","53.3","1.6"
"2019","39999","Semi-Auto","5649","145","32.1","3.0"
